,ID,Phase,Mode,Runtime,Elapsed_Time
0,763a9c92-cdb3-4abb-a5c9-366936f1ab9a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|23|17|22|20|19|21|18,fast,0.126,0.126
1,a6ebcb45-6cb4-411d-8aba-e5f696ec199b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|21|19|14|23|22|17|15|16,fast,0.127,0.127
2,6dd5a13c-45ed-4b5e-a17a-0c6f7e2f35f5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|14|15|20|22|16|19|18|17,fast,0.126,0.126
3,5457cff3-ec5e-48bc-9016-541541c231c5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|14|18|22|15|16|17|19|23,fast,0.125,0.125
4,cec6aa9b-4720-41af-9e34-897fba2fd5b6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|14|22|23|19|20|16|15|18|17,fast,0.127,0.127
5,a052d272-b0e0-421b-82fd-5df5f9cd709f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|19|23|21|16|20|14|22|17,fast,0.126,0.126
6,3f1dde80-f700-4251-bd07-6016d72f0fb4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|18|22|23|14|21|17|20|15,fast,0.126,0.126
7,6ce092a1-cfe6-4f4f-a1b5-8ebdcefb044b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|20|18|16|17|23|19|21|14,fast,0.126,0.126
8,7f6bffd7-a6bc-437c-86f8-fb73c7b2316c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|16|19|18|20|15|22|23|17|14,fast,0.126,0.126
9,e20a9391-2847-46a2-a048-703b683bc1db,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|22|16|17|18|23|21|15|19,fast,0.126,0.126
10,0ed0d451-b55e-4e68-a077-75170e0c4931,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|19|18|17|16|21|20|14|22,fast,0.126,0.126
11,5247e9c5-23a8-478b-8afb-e8a2b0029b89,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|14|23|22|17|16|21|15|20|19,fast,0.127,0.127
12,16958ddd-0dd8-40d0-9514-65d8a9b3d364,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|18|15|17|23|16|19|20|21,fast,0.127,0.127
13,c3fb08f3-f97b-48aa-8033-6fd0f505f0db,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|19|17|20|16|23|15|18|21,fast,0.126,0.126
14,1bc62680-454c-4651-a601-2dd5467491d6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|15|17|22|19|23|16|14|18,fast,0.127,0.127
15,cd46490b-e7cd-4f7a-b192-6f7fcb13bf78,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|18|17|15|16|20|22|21|14|19,fast,0.126,0.126
16,d5ba0514-0b4b-4ad5-a162-8db0450dcb70,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|14|18|16|15|20|19|23|17|22,fast,0.126,0.126
17,d7061d96-402d-4ccc-9c65-d3b9955b8757,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|21|22|14|23|18|20|15|17,fast,0.125,0.125
18,fad9135b-964a-4d81-a69d-3cc474280e95,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|14|18|20|16|22|23|15|17,fast,0.127,0.127
19,6a15715a-c039-47ac-a174-6093379f7473,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|22|15|20|17|16|18|14|23|19,fast,0.126,0.126
20,0c0628dd-965c-4625-ab4b-ffb5351db14f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|17|23|18|20|16|14|22|15,fast,0.126,0.126
21,72872d3d-a520-4ba8-96b6-d663b6e93398,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|14|15|22|16|19|21|17|23|20,fast,0.125,0.125
22,34492a8d-41b1-4a50-9e9b-6e6b5577f600,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|15|20|16|14|19|23|22|17|18,fast,0.126,0.126
23,34035813-7e89-42f8-8832-a218a80eb032,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|17|15|14|18|20|16|22|23,fast,0.127,0.127
24,f29bc4a3-d567-492b-9213-873e8099b242,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|18|15|22|14|23|21|17|20,fast,0.125,0.125
25,8cbda14f-25f8-4a1e-80f9-fa7501b5f23c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|20|22|19|23|21|16|14|17|15,fast,0.126,0.126
