,ID,Phase,Mode,Runtime,Elapsed_Time
0,3146b63d-02e3-4063-8647-b561ebbd2050,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|23|16|19|14|22|15|18|21|17,fast,0.593,0.593
1,74f71b34-be63-4313-9d0c-63bbbc64a698,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|23|14|22|18|15|16|20|17,fast,0.597,0.597
2,d08a3f05-5502-4cbe-8ea7-166a4a176c76,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|17|15|23|14|20|16|18|22,fast,0.59,0.59
3,eb6a823d-fcc3-4bac-bb3b-48dbffc83721,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|21|18|16|14|23|22|19|20|17,fast,0.602,0.602
4,4efdc5d5-5bc1-48d3-bc27-124a231c5eba,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|22|21|15|23|18|16|17|19|20,fast,0.592,0.592
5,aaf81768-a5b3-4213-afaf-2345ca4ca524,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|22|21|19|20|17|23|15|18|16,fast,0.596,0.596
6,0eb88d3b-2625-414f-b759-7ab57c159207,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|21|14|19|22|17|23|18|16|15,fast,0.595,0.595
7,fa99ecaa-0df9-4df8-ae05-bfd2967b514c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|19|18|20|22|23|21|16|14,fast,0.601,0.601
8,31ff9051-fae2-462c-bde4-1abf0401ee58,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|16|23|15|18|21|22|17|19,fast,0.59,0.59
9,1bf5970d-1ffd-43e0-ab51-d8182b2742b7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|21|19|23|22|18|16|20|15|14,fast,0.582,0.582
10,b8d3c9c1-f161-4a6a-9e8e-23166907ca93,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|23|14|15|16|19|18|17|20|21,fast,0.589,0.589
11,1cd6a924-d836-40d5-9ab0-a5641a54ff90,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|19|18|23|17|21|15|20|14|16,fast,0.593,0.593
12,1a872bf5-ce05-4c68-a6d3-3697f6d17f47,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|19|15|14|21|20|16|17|18|23,fast,0.595,0.595
13,51319117-fa0d-46e3-9920-5e63ed17daae,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|18|23|14|21|19|16|22|15,fast,0.604,0.604
14,4fd50e27-b7e8-4f7b-9724-cbd1419840ff,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|19|18|15|22|17|20|21|16,fast,0.597,0.597
15,5103287b-f1e0-44b8-9dd9-656699c6b33d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|21|20|23|22|17|15|19|14|16,fast,0.603,0.603
16,d29e152d-92fe-480c-9aee-c1b21a42ebeb,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|17|14|23|15|16|19|22|21,fast,0.605,0.605
17,2c193875-9e8d-454f-a27d-3cf86d092a92,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|21|22|17|20|15|14|19|23|18,fast,0.602,0.602
18,9fcb9db9-023a-488f-9d72-6da02ddb75a9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|16|17|20|23|15|19|22|18|14,fast,0.595,0.595
19,616bc262-605a-4f0b-bb3b-9e17f214eab2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|14|20|23|16|21|15|22|18,fast,0.584,0.584
20,70f64bf2-c75f-4f8e-89fb-850c8d029600,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|17|19|20|22|23|14|21|18,fast,0.594,0.594
21,c19a34be-1c93-43e4-984b-35046e07f1c3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|23|20|21|14|22|19|16|15|18,fast,0.597,0.597
22,d4cf78cb-e923-4910-b712-457c4adbd8fa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|22|21|20|18|17|16|23|15,fast,0.601,0.601
23,6b2ed208-5db6-474c-a116-06691127cf9c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|20|18|21|22|15|14|19|17,fast,0.604,0.604
24,21bd29c2-d4b9-4338-a446-317a97de97f0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|15|20|22|17|23|21|18|14,fast,0.628,0.628
25,0b1dc35a-f975-4e0c-91e7-6276e526abb8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|14|21|20|22|16|19|23|15,fast,0.6,0.6
26,88a21b53-5f24-4ffd-9064-66e62108d2ed,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|19|15|18|21|17|20|23|16|14,fast,0.593,0.593
27,fba60e13-2873-46e7-bb16-7992d92f70ef,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|22|20|17|14|23|16|15|18|19,fast,0.602,0.602
28,2bbe9687-f796-4820-90d9-045556ba6c7c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|21|19|20|18|22|16|14|23,fast,0.593,0.593
29,92412842-2ad0-4754-b8cb-6bf061ec5bb4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|14|23|21|19|17|22|20|18|16,fast,0.6,0.6
30,5e10d4b1-07c5-4669-a2c4-10ab2520105f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|20|18|21|23|19|17|16|14|15,fast,0.579,0.579
31,55db49d6-946a-4689-8cdc-f3a7864ec11d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|16|15|14|20|17|19|21|22|23,fast,0.594,0.594
32,a4adb0ff-9279-4bc5-b4b3-f148b02dc965,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|15|14|18|17|16|22|20|21|23,fast,0.608,0.608
33,b3a063fe-73d5-44a2-afb7-185ffab22246,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|23|21|20|16|17|19|22|14,fast,0.597,0.597
34,bafc9858-48d6-4d26-a685-ecbd17d34183,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|14|20|17|23|18|21|22|15,fast,0.593,0.593
35,080d8f2d-865b-478e-8f9d-5ed0d6706da1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|18|15|17|16|23|14|19|20,fast,0.597,0.597
36,bae609e4-6322-44d6-a7ea-5f11ce0407c8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|14|22|15|20|18|21|23|16|19,fast,0.605,0.605
37,d7e861c0-5c27-4f5a-bc3e-f35be30f1167,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|20|22|16|23|17|18|15|14,fast,0.608,0.608
38,41eee188-a886-442b-a8ce-daf9f98f4c3e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|21|22|23|16|19|15|18|14,fast,0.592,0.592
39,6be147be-eb7c-4bba-a26a-18ae2f91bd01,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|21|18|17|20|19|22|16|15,fast,0.589,0.589
40,7d7a9b45-68bb-475b-8625-59cb2f3e23fd,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|17|19|23|21|22|18|20|15,fast,0.621,0.621
41,e9eca75a-3436-47dc-ac95-f279ccec279b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|19|16|21|23|18|17|14|15|22,fast,0.598,0.598
42,032feb92-00d2-42c6-b083-068a74302dab,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|18|20|17|22|21|14|15|16|19,fast,0.586,0.586
