,ID,Phase,Mode,Runtime,Elapsed_Time
0,0fdba059-182b-4f0c-94d5-9c455feabde2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|21|20|17|16|19|14|18|23|22,fast,0.114,0.114
1,50c25c74-adcf-4b04-b4c0-87405b7ab454,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|23|21|20|15|16|14|22|19,fast,0.114,0.114
2,03d7f802-3aec-4d0a-8657-b7bea74def6b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|23|17|22|15|20|16|19|14|18,fast,0.117,0.117
3,dcbed70b-1c0c-4e5c-aba9-8bea220bd73c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|14|17|21|23|16|22|15|20,fast,0.115,0.115
4,d154757c-8b4f-44c2-8d54-c55f7ec87c27,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|14|16|19|23|22|20|21|18,fast,0.115,0.115
5,ce928dfc-fd5a-4588-9648-69afeb8a781e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|23|21|22|16|18|20|15|19|14,fast,0.115,0.115
6,b485fdeb-b579-4b19-b1ef-ad32f61ba298,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|15|21|19|20|23|17|22|14,fast,0.114,0.114
7,99e0f23f-da68-44f3-8ad7-48aa45b27b7d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|16|21|14|18|17|23|22|15,fast,0.114,0.114
8,b2f831fd-6c79-4100-a9f4-e7c8fedb061d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|21|14|22|15|17|23|20|18,fast,0.114,0.114
9,8ee16d5e-b729-4f8c-ad4c-601664b1de40,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|18|20|22|17|15|19|21|14,fast,0.116,0.116
10,5d1adf93-fca7-4c1a-b2b2-11e00be4950d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|17|20|19|15|14|22|18|16,fast,0.115,0.115
11,ab71934a-cac4-481b-bb1c-50e936e131d2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|14|15|19|22|20|17|21|16,fast,0.114,0.114
12,d567b7fe-99f0-4e72-895e-439ad6b04500,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|22|14|17|23|18|15|21|19,fast,0.114,0.114
13,38ccabef-8dfa-4d5d-90da-1e2b022dcbbc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|22|15|17|21|23|20|14|16,fast,0.114,0.114
14,d17987bf-171f-4949-8af3-c3f714a01d34,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|15|23|22|14|20|16|21|18,fast,0.114,0.114
