,ID,Phase,Mode,Runtime,Elapsed_Time
0,80e8a841-3c7d-485e-89cd-fd376aea6be5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|20|14|17|21|16|22|18|19|23,fast,0.604,0.604
1,ace03e0e-2b4d-4250-9d8b-7e997b8eb4d6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|18|17|21|19|23|14|15|20,fast,0.592,0.592
2,fba501de-712b-4914-96c1-fe753236ad5d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|23|18|22|16|19|17|14|15,fast,0.605,0.605
3,f40ccf31-3221-4ae0-a54d-56e7e43a1669,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|14|23|15|20|18|16|22|19|17,fast,0.586,0.586
4,51325932-2ed5-4fb3-940c-1860d36c8d7b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|18|20|17|15|22|19|14|21,fast,0.6,0.6
5,b3fb9662-2b1f-4c05-9f2c-02528b2d1db9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|22|20|15|16|19|18|14|23,fast,0.601,0.601
6,dac60c6d-c17b-4c8c-a75f-70798569f294,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|23|15|21|20|18|22|19|14|16,fast,0.586,0.586
7,f064fe69-5e3a-40f6-a2a0-f84a6b562e46,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|18|14|16|20|19|21|17|22,fast,0.626,0.626
8,1715af0b-eeb3-4f44-bc6c-26306f1d9df4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|20|16|14|17|23|22|21|19,fast,0.591,0.591
9,a0c222ab-c1ed-4174-a585-22ea9997185a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|19|21|15|17|22|20|14|18,fast,0.597,0.597
10,d24cfc1d-d4c7-4a3d-b1ab-e22661fea26e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|14|23|19|18|15|16|20|22,fast,0.629,0.629
11,4a715dfe-18cc-4002-b878-889c89086dd1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|21|14|18|17|15|23|19|22|16,fast,0.596,0.596
12,9f70f558-5a3d-43da-b011-a01e53adce2c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|22|16|17|20|15|14|18|23|19,fast,0.601,0.601
