,ID,Phase,Mode,Runtime,Elapsed_Time
0,05cea74e-0b9a-432e-8c5d-6b29ee84bbb8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|20|14|21|19|16|18|23|15,fast,0.141,0.141
1,59954c69-831b-4ca1-b14c-e786691fdf29,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|14|22|20|16|23|17|19|21,fast,0.142,0.142
2,4e9ff325-878f-43bb-b6f0-11c480bba847,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|15|20|23|18|14|16|22|19|21,fast,0.143,0.143
3,327bb012-8f4a-45f7-9b05-d3254596acc4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|22|20|23|14|17|16|21|15,fast,0.142,0.142
4,0b7e5ed9-0a44-4f62-9292-3ec15dae1aee,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|17|22|15|20|21|23|18|16,fast,0.143,0.143
5,c332fdc7-2077-4e42-b379-8d02a2c2c15d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|17|15|23|21|20|14|16|19,fast,0.139,0.139
6,830ca10d-d082-4f86-b2ca-05f5ea29068e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|19|20|16|18|23|17|15|14,fast,0.141,0.141
7,538d4c67-cbfe-4c2c-ae6a-342f8c1ad58d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|18|17|21|19|23|22|16|20|15,fast,0.143,0.143
8,9f506a72-3861-431c-8a53-37b6fd243384,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|20|21|18|22|23|17|15|19,fast,0.143,0.143
9,ef346393-4a12-4323-a68c-ce877ba01a55,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|21|20|22|23|19|16|18|15|17,fast,0.141,0.141
10,a537a206-23af-4939-bb19-464900e0fb15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|23|18|16|15|21|20|14|22,fast,0.143,0.143
11,4f6fb299-e7ae-4d76-b96b-7109547a45da,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|16|19|23|22|14|18|15|21|20,fast,0.141,0.141
12,458da016-b002-4333-9357-a448a2b81033,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|15|17|14|20|16|22|23|19|18,fast,0.146,0.146
13,8d22a687-fe47-4773-b95f-21ad5d676303,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|23|15|17|16|14|20|21|19,fast,0.141,0.141
14,ac3be41c-1ad0-4233-b5dc-74b708d63fe2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|14|23|16|20|15|18|19|17,fast,0.141,0.141
15,3fc3deb8-b08c-4ef3-b309-24377efe8c8e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|14|20|19|21|15|23|22|16|18,fast,0.142,0.142
16,cbd2b624-7494-47d9-b894-ee9f916044e6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|19|14|15|16|18|21|23|22,fast,0.143,0.143
17,fd532411-5bbe-4fff-a4b6-0be82cd690b6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|14|18|22|16|21|15|19|23,fast,0.141,0.141
18,f2e5c96c-ed05-46e4-a3df-62f8c7f6d2b6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|14|17|19|23|21|20|22|16,fast,0.141,0.141
19,6c014786-a220-48b9-913e-ba8f5c3adbfc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|22|17|21|14|15|16|19|18|23,fast,0.141,0.141
