,ID,Phase,Mode,Runtime,Elapsed_Time
0,d01ac945-fdc3-4da3-9bd2-fc5326cafaa3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|16|17|22|18|15|23|19|21,fast,0.14,0.14
1,fa385d74-222f-4678-bbbf-8b7235cb5c80,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|19|18|16|15|22|23|20|14,fast,0.14,0.14
2,94e8d07f-363e-4f96-a0b9-47f13a6c3520,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|17|15|23|18|19|22|21|20,fast,0.142,0.142
3,2d9e761e-f915-404f-a3a8-32f114fc2b86,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|19|20|16|22|21|17|23|18,fast,0.143,0.143
4,84d46a6f-53e3-4a78-9c6a-6e2ca7ec128a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|21|18|17|20|16|14|22|19,fast,0.143,0.143
5,04bedcc6-dbba-4bcb-98b2-77b22c867cbc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|20|19|23|17|16|14|21|15,fast,0.141,0.141
6,f2b77f2b-44d1-49c1-9250-19b3cbafd08c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|21|16|23|17|14|20|19|18,fast,0.141,0.141
7,63d6cecb-98e9-4ed0-a525-324269a291b1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|19|23|17|14|16|21|20|22|18,fast,0.14,0.14
8,3da06e0b-7cee-4065-b96f-bdbb5faa44f8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|15|14|16|19|21|20|23|17,fast,0.141,0.141
9,d1a4826c-1227-42e5-8c5e-d2619c8c20ec,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|21|16|19|22|23|14|15|17,fast,0.144,0.144
10,141722d3-867b-490f-ae32-3b39b2573bba,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|21|20|15|14|23|18|16|19,fast,0.141,0.141
11,503b9b10-d4ec-4bf5-aae7-822474987a21,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|22|20|18|16|19|21|17|15,fast,0.141,0.141
12,c7d4cfab-ebd3-47f7-8ba7-6c2c3b3ce57c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|17|16|14|23|19|20|15|21,fast,0.141,0.141
13,0749a031-6384-4c1b-b7c7-881c9297ec54,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|17|23|16|18|21|19|22|15,fast,0.141,0.141
14,3ec68bf0-70e2-4fa4-98de-95a7a7d390a6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|14|16|20|19|21|22|17|23|15,fast,0.144,0.144
15,28d28c55-84b1-4629-9126-1179507726fc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|19|18|17|14|22|20|21|15,fast,0.143,0.143
16,fbce62be-9ae0-433e-bf0e-7f493a795603,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|17|21|14|20|15|22|23|19|16,fast,0.14,0.14
17,d993fd83-8519-484a-94b1-1e5de25a5413,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|15|22|19|20|23|17|14|16|18,fast,0.142,0.142
18,781f553c-bd51-411d-bd2e-88473418b6ae,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|18|17|21|20|14|19|22|15|16,fast,0.143,0.143
19,75757993-5541-4837-8298-4b98fae6353c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|15|20|23|16|18|21|22|17,fast,0.14,0.14
20,3d7436a8-cdf4-477c-9774-8bd15ec44122,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|23|15|18|17|19|16|20|22|14,fast,0.142,0.142
21,76ef0c24-7d27-4b24-ac8c-17862da0596c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|23|17|16|18|21|19|20|15,fast,0.143,0.143
22,c39a625d-53ff-4be1-94a5-93c250e48869,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|18|19|15|14|20|21|22|23,fast,0.142,0.142
23,3a374f39-36a8-4d7d-b832-eac8c44718e0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|21|23|18|16|14|15|22|20,fast,0.14,0.14
24,ea5ace78-86e4-4643-811c-71d6cc881ef7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|21|22|20|23|17|14|15|16,fast,0.139,0.139
25,ae62bd89-ed08-4808-8cab-a927aff0d644,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|21|18|23|22|15|17|16|14,fast,0.141,0.141
26,b730b6d8-6a1d-4dad-be93-0bb92727165b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|17|21|20|23|15|16|18|19,fast,0.139,0.139
27,33a3de42-9bf8-4cbb-b20a-3fc98a4d4fb1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|14|20|23|15|18|21|19|16,fast,0.14,0.14
28,8f7c08ce-ceef-47fb-be12-8125b35fb070,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|19|17|20|18|15|21|14|22|16,fast,0.14,0.14
29,eb4710d9-4e2f-4ea9-ae34-e45b138d11ec,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|16|17|23|19|20|15|18|14,fast,0.142,0.142
30,a513901c-29c8-460e-a463-7f4175eaa7ef,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|18|19|20|15|22|14|17|21,fast,0.144,0.144
31,95a928ff-410e-4811-920b-71055bec3df2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|17|18|15|22|16|20|21|19|14,fast,0.143,0.143
32,2de3276f-2217-4328-b233-aed4912b96dd,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|15|23|20|18|16|14|22|17|21,fast,0.144,0.144
33,0b3cdad0-9b97-4036-a1b8-9a548215ccaf,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|14|16|23|18|17|22|21|15,fast,0.14,0.14
34,0494e9f2-ac75-48f0-bca1-ac44da07d971,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|14|19|15|16|22|20|17|21,fast,0.142,0.142
35,966cbe2e-44df-4f2f-bf41-42da9d4c82b4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|22|15|16|18|23|17|14|19|21,fast,0.142,0.142
36,0f378ec9-0fed-4302-8245-95664292cc44,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|17|23|15|14|18|20|19|21|16,fast,0.142,0.142
37,50a3c8dd-5879-4898-8fd2-b9aa983d3ad4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|20|16|15|22|14|17|21|19,fast,0.141,0.141
38,6326b88a-4986-4865-b371-2fbe845ec5a3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|15|21|14|20|16|17|23|22,fast,0.142,0.142
39,16d1c68d-3dd9-4d53-98f2-192769f18790,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|22|21|16|19|15|23|14|20,fast,0.139,0.139
40,b0363e04-9391-4b45-a024-1c1088b454a2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|18|17|16|23|22|21|15|20|19,fast,0.142,0.142
41,a57f31b8-e213-454c-ba78-c20883b85981,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|20|16|15|22|19|18|23|17|14,fast,0.139,0.139
42,07a378cf-d665-4947-bdfa-7f1ea99b6ee9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|21|16|18|20|23|17|19|15,fast,0.141,0.141
43,a364b5e9-bcf0-4e8e-ad3a-dc6ba47b4bba,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|23|16|20|14|17|21|19|22,fast,0.14,0.14
44,7791cf2e-a4eb-4b43-8b87-df71c93e6bfc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|21|20|18|14|23|16|22|15|19,fast,0.141,0.141
45,26258d5a-8f94-4d07-8f19-39c60c0c7fd1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|21|22|19|23|17|14|18|15|20,fast,0.141,0.141
46,55a8dc83-b738-469b-bd3e-14977592ad3e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|17|15|23|14|22|20|21|16,fast,0.141,0.141
47,ca5f98cf-3156-478d-b65f-d2daa8501014,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|20|22|14|18|23|16|15|19,fast,0.139,0.139
48,4030d368-5c0d-4277-bac6-9961b631c9e5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|21|22|18|23|17|15|14|16|19,fast,0.14,0.14
49,97268449-f186-4c84-b4c1-f37e4bc923a4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|23|19|17|18|20|22|15|21,fast,0.143,0.143
50,473aad33-2566-4702-b0ce-2fa3e3f50c48,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|21|17|16|20|19|23|22|15|18,fast,0.142,0.142
51,dbd48267-ea26-44d4-91a5-03b0b4f37c72,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|21|18|19|23|22|15|17|20|16,fast,0.141,0.141
52,a8cb2ac9-0d4b-469a-b2cf-9c881c3624c1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|16|15|18|14|21|17|23|19|20,fast,0.143,0.143
53,a36fc01b-2279-49b1-a05e-31772bd37358,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|22|15|23|16|21|14|19|18|17,fast,0.14,0.14
54,b842d3a8-1e64-4daf-a28b-351746f8b7d5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|21|22|15|19|20|17|18|23|14,fast,0.14,0.14
55,ff3d268f-4ce1-46bb-af06-63173e14cb4f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|20|17|21|19|18|23|15|14|16,fast,0.144,0.144
56,8bc25c34-53f3-486c-a749-7f30e98fa4d5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|19|22|23|20|15|18|21|17,fast,0.142,0.142
57,2c5be559-2d0e-4062-9707-abfe07f6ddb3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|19|14|20|15|23|16|22|21|18,fast,0.14,0.14
58,ea0cb8b0-f5c7-4ec1-bb63-083e623e7a53,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|22|18|14|15|21|19|17|20,fast,0.141,0.141
59,b4308720-b0eb-45e8-9ca4-ee4b86c659ca,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|21|19|22|23|17|20|18|15,fast,0.143,0.143
60,65a272d2-4ba1-401c-a5c3-e9df5024285d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|23|16|15|14|22|17|19|21|18,fast,0.143,0.143
61,a14b7080-b159-4906-bfb4-dcdbfe99adc6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|19|20|14|16|21|17|23|18|15,fast,0.141,0.141
62,52432d84-7f38-4d46-9f35-ce7e3fa40683,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|15|22|16|20|17|14|18|19|23,fast,0.14,0.14
63,e9a428c7-8488-422e-a028-242cdbe2277e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|16|19|15|20|14|23|21|18|17,fast,0.142,0.142
64,ae789d9d-3d13-46b2-a93d-60018d1a426d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|18|21|16|17|20|19|14|15|22,fast,0.139,0.139
65,e064371b-5db0-47b7-968c-d3ec9153097b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|23|18|15|17|14|20|19|21,fast,0.141,0.141
66,9a19c3e6-ca71-4780-99c0-dd721810181f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|21|19|23|22|16|14|15|18,fast,0.141,0.141
67,605280b1-f1dd-46bc-bef2-3cd9e1df21c9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|17|14|15|20|18|21|16|23|19,fast,0.142,0.142
68,c56d8b2f-0094-419b-921b-47144e0cfaca,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|19|14|18|15|22|23|17|21,fast,0.142,0.142
69,74fd969e-5df1-4caf-9f86-0410b096a097,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|17|22|19|16|15|18|20|21,fast,0.141,0.141
70,6a671e43-8556-4682-aa10-59a51f76be72,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|20|21|17|18|19|14|22|23,fast,0.142,0.142
71,d2074efe-4467-4303-a24a-0d0664a32d9b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|22|20|15|18|19|16|17|23|21,fast,0.141,0.141
72,8bdb31a0-d5d4-4a36-a385-d42b5df2ac62,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|14|21|20|19|16|17|15|22,fast,0.142,0.142
73,bf18fa4a-79c5-47ae-91d3-93831a94dae6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|16|21|20|19|22|17|14|23,fast,0.141,0.141
74,dbda3fdb-5bea-4ae7-a49c-c89c93a64e45,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|23|19|17|21|14|18|15|20|16,fast,0.144,0.144
75,dd745dc6-a231-4e3e-a38b-012d8b50e9a6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|18|21|19|23|16|20|15|17,fast,0.14,0.14
76,377c2dc5-7adb-4721-8403-75dfddf43f88,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|15|23|18|22|21|17|14|20,fast,0.141,0.141
77,23600679-b5c5-4b1d-8127-22a2a2317e80,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|14|18|23|21|15|17|22|20|19,fast,0.141,0.141
