,ID,Phase,Mode,Runtime,Elapsed_Time
50,8c819f51-3a57-4cef-aa5a-d50ea8c089af,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|21|20|14|17|16|18|22|19|,fast,0.147,0.147
51,ae65e832-2ab5-48a1-8465-20afc9f43f18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|18|21|23|14|22|20|19|16|,fast,0.147,0.147
52,4c3b5619-1312-4595-8243-1301b120f69a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|15|14|16|20|18|22|23|19|21|,fast,0.147,0.147
53,8c613b86-216e-492d-ac54-5b8fabd02ad8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|22|16|17|19|21|15|23|18|,fast,0.147,0.147
54,eaa6fc90-eb11-4694-a485-eef16deb61e8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|22|23|16|17|21|15|18|19|14|,fast,0.147,0.147
55,1f9f9cbe-f42b-43a1-a553-08fde6c00bf7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|14|20|18|21|16|23|22|19|17|,fast,0.147,0.147
56,90bcb980-f993-46cc-b6ed-5b895866396a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|14|22|17|23|16|20|15|21|,fast,0.146,0.146
57,6e4af27d-44b0-487c-b459-351a9a755013,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|15|17|21|23|14|20|18|19|,fast,0.145,0.145
58,929f1966-af5e-4a89-96f4-c7a1884dcff8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|21|18|17|22|23|19|14|15|20|,fast,0.145,0.145
59,b45b8296-6de5-41f1-91a9-2c0c8b11d0f3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|22|23|18|16|19|20|15|21|17|,fast,0.146,0.146
60,1515612c-ef9f-4626-8e55-7f2cb19e0b9b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|14|18|19|21|22|23|20|15|,fast,0.146,0.146
61,5199a913-3ec5-4c51-aa7e-ddca4c2549f6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|21|20|18|14|16|17|19|23|22|,fast,0.145,0.145
62,068f1128-097a-4cd7-92d1-6cbdc0f5103e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|16|19|22|23|20|21|17|18|15|,fast,0.145,0.145
63,fee08b90-e423-4be3-bafb-6114f40638a5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|20|19|14|17|15|22|21|23|16|,fast,0.146,0.146
64,bcce9aba-9c01-4592-81d0-5d456579221a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|23|18|15|22|14|19|20|16|,fast,0.145,0.145
