,ID,Phase,Mode,Runtime,Elapsed_Time
0,626c7c72-a9b4-407a-acbc-5ecc7575e99b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|15|21|17|20|18|19|14|23,fast,0.141,0.141
1,a591628b-bac7-41e3-8649-f29623a08f72,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|15|18|14|21|17|22|23|16,fast,0.14,0.14
2,04777074-435a-424c-94be-98c27de2ed1c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|22|20|14|17|15|21|23|18|16,fast,0.141,0.141
3,e3117699-faed-46af-8cfe-6b5fc6319b66,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|19|18|21|23|22|15|17|16,fast,0.145,0.145
4,f13cf87f-c475-466e-9baa-77bd9071067c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|14|23|17|20|21|16|18|19,fast,0.141,0.141
5,396a3c7e-61c0-49f7-97d6-d7535a09b102,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|21|22|16|23|17|15|20|14,fast,0.141,0.141
6,36b916f8-2fb2-46f9-b3a4-738ca364f99f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|14|17|19|16|15|21|20|22|18,fast,0.142,0.142
7,17311eab-6602-45a3-b0cf-cea88c39f383,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|19|17|20|18|22|21|23,fast,0.14,0.14
8,bd3c53b1-49f9-4040-9a4c-25e913355735,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|16|18|20|23|22|21|15|19|14,fast,0.141,0.141
9,f9b43ae0-7a73-4573-9543-1f1feb8d11a8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|19|21|15|16|23|17|14|22|18,fast,0.142,0.142
10,1d08e135-78e3-4ee7-abc7-9e5e73fac30c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|18|20|15|23|17|22|21|14,fast,0.141,0.141
11,5b666190-264e-4a66-8b5d-a99f6a3e620f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|23|16|22|17|14|20|19|21,fast,0.14,0.14
