,ID,Phase,Mode,Runtime,Elapsed_Time
0,e1035b07-8af3-4d49-8c01-738fc3eafb0b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|20|14|19|23|21|16|17|22,fast,0.599,0.599
1,c7bdbc78-5b16-48a7-a42c-3d7293a50457,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|20|17|21|19|22|16|23|14,fast,0.64,0.64
2,a960bf5d-0b7b-433f-8aec-eb482c6919d9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|19|20|14|18|21|22|16|15|23,fast,0.653,0.653
3,89cbcc58-ca84-4ce0-b3f1-85e068ea32e7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|14|21|22|15|18|16|19|23,fast,0.618,0.618
4,d9681997-205c-40a6-b1ad-c69a3e2b535e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|17|21|23|20|19|22|14|16,fast,0.583,0.583
5,fc055cfd-7bc5-4cbd-a89c-192c6b9c15e9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|15|18|23|17|21|22|19|14,fast,0.591,0.591
6,60443a18-3413-4c83-9fa1-4dcc67f9b703,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|23|16|22|14|21|17|19|18|15,fast,0.592,0.592
7,0636d668-9d87-48e1-a421-35bbd2b5c6bd,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|23|17|22|16|18|20|15|14|21,fast,0.596,0.596
8,9cc0324f-e74c-4854-876f-3c0bd4efbfbd,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|17|19|20|21|22|18|16|15|23,fast,0.592,0.592
9,c8ba9a9f-bbf6-46a4-acf8-f17a36796f7e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|17|15|20|19|16|14|22|18,fast,0.594,0.594
10,f5ff9bac-09fd-4241-8255-7b86718923b7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|22|15|21|23|18|19|17|14,fast,0.589,0.589
11,fe928769-7c68-46c2-acfa-0c0a375133e3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|22|21|15|23|17|20|18|14,fast,0.589,0.589
12,20de342e-0276-4d13-beaf-2ca59e1e67d0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|18|22|14|20|19|15|17|16|21,fast,0.596,0.596
13,ebee26d1-6628-451c-8143-152388197917,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|21|22|19|14|16|23|17|18,fast,0.584,0.584
14,68d18cb6-aa81-4dd8-995a-5ff87b6fd0cc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|15|22|17|18|14|21|20|23,fast,0.627,0.627
15,7dfebd20-75ab-4c3e-b10b-7edad31ad4f9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|21|16|20|19|22|14|23|18|17,fast,0.595,0.595
16,c91b2bbb-d8ac-481d-84f1-919e895fa004,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|22|20|21|14|23|15|18|17|19,fast,0.587,0.587
17,ae85973f-954d-4c19-a1a6-a3b72ec32efc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|19|16|22|18|23|14|20|21|15,fast,0.604,0.604
18,3c1279a0-ddf6-4dec-a4ad-4f51ab845519,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|19|16|22|18|17|23|20|14|21,fast,0.617,0.617
