,ID,Phase,Mode,Runtime,Elapsed_Time
0,ada6239a-d139-452e-98da-ff6bdcaf13c7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|22|20|18|19|15|23|17|16|14,fast,0.115,0.115
1,4e912adf-31be-45be-b3df-6970b53bf8c4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|17|18|21|16|20|14|19|15|22,fast,0.114,0.114
2,119bc223-c7cd-4dc2-b287-037e1c1a42a3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|21|20|22|19|15|16|14|23|17,fast,0.114,0.114
3,e9d76082-9f6e-4522-8082-df094a6590c2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|23|15|18|17|20|19|22|14|16,fast,0.114,0.114
4,d27acdd4-3942-4730-9062-7bce0e714157,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|22|14|20|17|18|19|16|21,fast,0.114,0.114
5,abfd22e4-46ee-44c0-8b54-29ca74c0a83f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|20|19|15|17|14|21|23|16,fast,0.115,0.115
6,877568ec-dc5d-454b-a61d-d96689e83120,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|16|20|17|15|14|18|23|22,fast,0.114,0.114
7,a99e1f5d-dadd-4420-9c9f-112d72e19a18,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|18|16|21|15|20|19|17|22,fast,0.113,0.113
8,7f5a37f8-e32c-4309-a82a-09509d514741,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|20|17|22|15|18|19|14|21,fast,0.114,0.114
9,44671ca1-e5c9-4295-b293-fbf87005a03c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|20|22|18|17|16|21|19|23,fast,0.113,0.113
10,7b8ed198-c499-4268-8bdb-bb65cea93730,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|21|17|14|18|20|23|16|19,fast,0.115,0.115
11,2dbd6ccf-710a-45af-88b2-8178b6487426,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|14|17|22|21|15|23|20|18,fast,0.113,0.113
12,4fad2c5b-ccb4-436b-bc91-311a4101cf07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|20|17|15|14|16|21|22|19|23,fast,0.113,0.113
13,8376f7bb-1ff4-48ba-86d4-dd2a06ba0b5f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|16|19|18|17|22|23|14|21,fast,0.111,0.111
14,f1fe09ea-7631-497d-a984-e34c30ca5899,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|18|16|17|22|15|14|20|23,fast,0.113,0.113
15,94c47d2e-0399-4a56-a9b8-ba0dd1274733,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|19|21|17|23|18|16|22|20|14,fast,0.114,0.114
