,ID,Phase,Mode,Runtime,Elapsed_Time
30,74ea4cbb-1294-4132-a6cd-0c8547dfd6e4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|16|15|20|17|22|14|21|23|,fast,0.118,0.118
31,2c841e8d-2d65-44a0-b57c-ca7dc2ee1e52,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|16|14|21|23|19|15|22|17|18|,fast,0.12,0.12
32,803512df-0a5b-400a-9248-095ee9c3d3a8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|19|17|14|21|23|22|16|20|,fast,0.12,0.12
33,3ea52cb5-0b45-466e-a07b-3d19c4a15011,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|23|22|16|18|17|14|21|19|,fast,0.119,0.119
34,d69e5013-34b1-4be5-a7d8-8144a80f68ac,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|22|16|19|14|15|21|17|20|18|,fast,0.118,0.118
35,c8b10ac2-f559-4f25-9597-9d8f46e4da2b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|16|19|14|17|20|15|22|18|,fast,0.119,0.119
36,8ae56466-f56e-41d8-8bb0-39e5c5f19ef6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|23|19|14|20|16|18|21|15|,fast,0.118,0.118
37,17e9be2b-067f-4584-81db-607977b16f67,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|15|23|20|16|14|18|21|17|22|,fast,0.119,0.119
38,9514e458-5853-4d9f-90b8-7aabd488ecb8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|20|14|22|15|23|19|21|16|,fast,0.119,0.119
39,3116c3cd-89a6-4609-8030-3828012b4775,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|17|20|16|21|19|23|15|22|18|,fast,0.119,0.119
40,6f379295-e81a-44e5-921d-c8d66d3eb080,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|20|19|14|23|18|22|21|16|15|,fast,0.119,0.119
41,2f71a48d-d65d-417a-861f-14d96537d96e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|17|19|21|15|18|20|22|16|,fast,0.119,0.119
42,09c546fe-328a-4a68-aa8f-6af57c48deee,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|17|20|19|23|14|16|22|21|,fast,0.119,0.119
43,9727f809-03cb-42ee-8e40-629448438e55,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|21|22|19|16|20|14|17|18|,fast,0.119,0.119
44,39908ac2-a672-40b7-887a-ee9f46147813,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|16|17|20|21|15|22|23|14|,fast,0.119,0.119
45,4217b395-dbe8-47f4-9196-3451481ff3ef,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|20|23|17|14|21|22|15|18|19|,fast,0.118,0.118
46,02f0d2d3-1387-433d-9793-4128a30985fb,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|18|16|15|23|20|21|22|14|17|,fast,0.118,0.118
47,8b2e085d-69c5-4ee0-a7f3-7cc6b9103896,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|18|21|16|23|22|19|20|14|15|,fast,0.118,0.118
48,c49af48e-ac2c-4683-a36b-4303c09456c7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|14|16|20|17|15|23|19|21|,fast,0.117,0.117
49,30615ed5-547e-4ccd-ae44-7773120fdb3e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|19|16|22|20|15|23|18|21|14|,fast,0.119,0.119
50,1c40e6d5-4119-42ea-bdb4-5a18884ef377,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|17|20|16|18|14|19|23|22|15|,fast,0.118,0.118
51,6434510a-6fed-4504-bc02-66f90fed03da,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|17|23|15|20|14|16|21|19|22|,fast,0.118,0.118
52,8d6710cd-75c4-4e15-8dae-2424d001f166,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|20|15|16|17|14|18|22|19|21|,fast,0.118,0.118
53,0ca08973-5f6f-4f01-ae56-7cd4377dc92f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|19|17|22|23|15|16|18|21|,fast,0.119,0.119
54,d44e4519-4440-4393-8ec7-2ae235af6b07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|15|18|14|21|16|23|17|22|20|,fast,0.119,0.119
55,4d32c9bf-be42-4aef-a554-a595dd610691,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|22|15|21|19|20|17|16|14|,fast,0.119,0.119
56,311ad75c-67d8-41b1-8a47-fd213734d6c3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|22|21|17|16|20|18|23|14|15|,fast,0.117,0.117
57,22c1840f-b10e-4a84-8972-26c78f309e1f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|23|15|16|22|14|17|20|18|19|,fast,0.118,0.118
58,cd4a04b5-65d1-428b-a016-a56a06d486dc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|22|14|21|23|17|18|15|20|,fast,0.117,0.117
59,547e4ca2-9605-4601-88b4-1ffcd0436249,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|22|17|20|15|18|16|21|19|23|,fast,0.118,0.118
60,7852ad6d-9ceb-436b-b12e-b310fbb53eb9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|19|14|22|20|18|16|21|17|,fast,0.118,0.118
61,9c08cde1-5e36-4c4e-9939-5d62c8c532e4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|14|21|22|23|20|19|15|17|,fast,0.118,0.118
62,b4c502f8-4cef-4b28-9949-7ddc12f3625f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|14|22|17|18|19|16|20|21|,fast,0.118,0.118
63,1c10a34a-929b-4cde-9faa-27dbfee5072b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|17|18|20|15|19|14|21|16|22|,fast,0.119,0.119
64,0f72d8c9-b2ec-4e69-95a1-76c3363869f6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|16|14|22|23|19|20|21|17|,fast,0.118,0.118
65,75ae9da5-4dee-4d5c-a892-b6efa12ac79a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|21|18|15|20|16|22|17|19|,fast,0.12,0.12
